,theta,easting,northing,channel_width_dem,channel_width_water,channel_width_mean,bar_width,bar_height,sample,ratio
8,53,325169.2922177315,3334739.070221893,355,242,298.5,50.0,5.170115836340784,10,5.97
9,53,325463.2238569299,3334364.4326664796,305,196,250.5,193.0,-4.636229359677217,10,1.2979274611398963
0,54,325607.2916661544,3334644.2016512095,242,74,158.0,123.0,-1.9250554457382545,10,1.2845528455284554
1,54,325314.79811802495,3334280.458346738,341,208,274.5,136.0,-4.158431632424275,10,2.0183823529411766
2,54,324965.5227812114,3334655.139456636,548,18,283.0,43.0,4.957087809753523,10,6.5813953488372094
3,54,325372.2335577047,3334300.286251815,306,238,272.0,119.0,-3.9665235027127523,10,2.2857142857142856
4,54,325031.6299687894,3334275.6646668594,286,116,201.0,88.0,4.800978124872903,10,2.284090909090909
5,54,325380.1211093549,3334812.367872716,219,126,172.5,67.0,5.148412055513992,10,2.574626865671642
6,54,324755.6523608726,3334636.052501133,300,252,276.0,195.0,2.805496153897485,10,1.4153846153846155
7,54,325607.2916833168,3334624.1559026456,234,68,151.0,96.0,-1.682961343875941,10,1.5729166666666667
8,54,324771.12235031475,3334381.558643738,256,279,267.5,65.0,4.7616562950760235,10,4.115384615384615
9,54,325495.81980936916,3334801.9528679466,211,198,204.5,79.0,-5.2831383730920844,10,2.588607594936709
0,55,324916.80262286327,3334310.962651804,260,226,243.0,96.0,5.259136601214585,10,2.53125
1,55,324762.14544802206,3334634.3529915926,301,116,208.5,107.0,3.2430524887006933,10,1.9485981308411215
2,55,325169.2922177315,3334739.070221893,343,247,295.0,73.0,-5.241728385414481,10,4.041095890410959
3,55,324771.12235031475,3334381.558643738,224,278,251.0,79.0,5.217832308871518,10,3.1772151898734178
4,55,324794.3492663547,3334369.269715854,285,300,292.5,101.0,5.784360797452419,10,2.896039603960396
5,55,324890.30736981856,3334322.380026023,297,214,255.5,68.0,4.668345345123768,10,3.7573529411764706
6,55,324780.66598608927,3334632.130526611,271,109,190.0,170.0,3.66898656815118,10,1.1176470588235294
7,55,324799.57872398733,3334631.5204289216,289,76,182.5,167.0,4.284390247456306,10,1.092814371257485
8,55,324773.34481661377,3334380.2513146237,232,276,254.0,82.0,5.167666137501138,10,3.097560975609756
9,55,325515.2118668242,3334792.932292843,214,173,193.5,137.0,-5.431193796835105,10,1.4124087591240877
0,56,324842.80766588124,3334344.6918443376,359,266,312.5,107.0,5.001079559402503,10,2.9205607476635516
1,56,324892.09427860554,3334639.3207929987,383,29,206.0,234.0,-4.227412353680346,10,0.8803418803418803
2,56,325190.2530847443,3334751.054101477,337,280,308.5,17.0,5.095933251760452,10,18.147058823529413
3,56,324758.0055631192,3334635.180958705,304,234,269.0,196.0,2.6446922619422484,10,1.3724489795918366
4,56,325607.2916833168,3334624.1559026456,461,394,427.5,18.0,5.237805281937849,10,23.75
5,56,325372.2335577047,3334300.286251815,298,242,270.0,163.0,-4.655973516395459,10,1.656441717791411
6,56,324820.8882408438,3334631.781884967,388,141,264.5,210.0,-5.0578601736021005,10,1.2595238095238095
7,56,324769.4228145983,3334382.4301933832,245,277,261.0,79.0,5.155519831753757,10,3.3037974683544302
8,56,325566.28513873473,3334485.535168896,251,110,180.5,26.0,-5.374930686949944,10,6.9423076923076925
9,56,325225.7252487832,3334265.162530032,327,136,231.5,190.0,-2.5269718970673316,10,1.2184210526315788
