,theta,easting,northing,channel_width_dem,channel_width_water,channel_width_mean,bar_width,bar_height,sample,ratio
2,15,325200.40658687404,3334263.245094664,200,84,142.0,80.0,-4.914050734533744,10,1.775
3,15,325586.9407854745,3334720.244731535,294,174,234.0,94.0,-5.0748224098600065,10,2.4893617021276597
4,15,325604.76419713954,3334603.369330842,369,241,305.0,80.0,-4.7688242291460785,10,3.8125
5,15,324916.80262286327,3334310.962651804,226,209,217.5,61.0,4.870802513973181,10,3.5655737704918034
6,15,325602.14945265907,3334682.157832637,268,191,229.5,105.0,-4.818250222363762,10,2.1857142857142855
7,15,325073.5955646208,3334690.873203087,381,192,286.5,109.0,-4.806210680584461,10,2.628440366972477
8,15,325258.40860419115,3334783.1708516353,226,164,195.0,34.0,-4.621686118173155,10,5.735294117647059
9,15,324944.0822852097,3334301.2012393097,230,160,195.0,57.0,4.403237964979482,10,3.4210526315789473
0,16,325586.9407854745,3334720.244731535,261,173,217.0,164.0,-5.003653616414372,10,1.3231707317073171
1,16,325549.85612694186,3334769.138890449,319,181,250.0,75.0,-4.685259990011952,10,3.3333333333333335
2,16,325605.63569550385,3334663.245110521,317,194,255.5,111.0,-4.6729152716938716,10,2.3018018018018016
3,16,324842.80766588124,3334344.6918443376,239,135,187.0,56.0,5.30707587786079,10,3.3392857142857144
4,16,324762.14544802206,3334634.3529915926,256,433,344.5,65.0,4.803704465989766,10,5.3
5,16,324965.5227812114,3334655.139456636,202,217,209.5,135.0,-4.732104026806744,10,1.5518518518518518
6,16,325607.2916833168,3334624.1559026456,272,226,249.0,67.0,-4.548640577753821,10,3.716417910447761
7,16,324758.0055631192,3334635.180958705,267,8,137.5,114.0,4.813621893554155,10,1.206140350877193
8,16,325566.28513873473,3334485.535168896,309,192,250.5,84.0,-4.600994848427105,10,2.982142857142857
9,16,325532.4252683432,3334434.9850001712,358,160,259.0,70.0,-4.767337869269622,10,3.7
0,17,325429.97395905165,3334814.328895418,174,100,137.0,76.0,5.47929398805186,10,1.8026315789473684
1,17,324762.14544802206,3334634.3529915926,273,67,170.0,92.0,5.094487808880754,10,1.8478260869565217
2,17,325146.893285126,3334726.82486727,349,200,274.5,122.0,-4.685664081312188,10,2.25
3,17,324767.2874972273,3334383.519626885,236,138,187.0,59.0,4.4682865983987545,10,3.169491525423729
4,17,324758.7463852133,3334634.9630728867,275,2,138.5,86.0,4.913367410687144,10,1.6104651162790697
5,17,325073.5955646208,3334690.873203087,265,192,228.5,130.0,-4.3755417238308105,10,1.7576923076923077
6,17,325607.2916833168,3334624.1559026456,276,227,251.5,94.0,-4.885655066306249,10,2.675531914893617
7,17,325274.75018680457,3334271.5248930263,246,83,164.5,71.0,-4.740686207861408,10,2.316901408450704
8,17,325405.0475809671,3334318.3710212666,258,170,214.0,90.0,-5.092136289770813,10,2.3777777777777778
9,17,325212.1726602481,3334762.732931249,300,220,260.0,81.0,-5.317697726721994,10,3.2098765432098766
0,18,325575.21856535715,3334503.5763476514,314,194,254.0,98.0,-4.905421079485242,10,2.5918367346938775
1,18,325590.99368230783,3334542.4040995906,302,251,276.5,95.0,-5.057619280075921,10,2.9105263157894736
2,18,325472.5929096375,3334808.7509809975,245,138,191.5,99.0,-4.923954297344355,10,1.9343434343434343
3,18,324965.5227812114,3334655.139456636,206,217,211.5,99.0,-4.639873700049956,10,2.1363636363636362
4,18,325597.00739328365,3334563.4957171623,276,225,250.5,95.0,-4.780805122394677,10,2.636842105263158
5,18,325585.9820755528,3334721.900685195,264,171,217.5,76.0,-4.975364181007311,10,2.861842105263158
6,18,324916.80262286327,3334310.962651804,230,207,218.5,72.0,4.981562001166501,10,3.0347222222222223
7,18,325256.0989837226,3334782.473608765,242,164,203.0,24.0,5.026295584190406,10,8.458333333333334
8,18,325515.2118668242,3334792.932292843,244,154,199.0,108.0,-4.680652796420816,10,1.8425925925925926
9,18,324767.2874972273,3334383.519626885,239,141,190.0,46.0,4.703767662074885,10,4.130434782608695
0,19,325604.76419713954,3334603.369330842,318,223,270.5,116.0,-4.668172168097529,10,2.331896551724138
1,19,324844.2459127419,3334633.0892008585,239,113,176.0,60.0,-5.113355406783799,10,2.933333333333333
2,19,324965.5227812114,3334655.139456636,200,217,208.5,96.0,-4.754952931375203,10,2.171875
3,19,325047.4489234125,3334680.5452777944,214,219,216.5,115.0,-4.788215961244988,10,1.882608695652174
4,19,324944.0822852097,3334301.2012393097,232,163,197.5,81.0,4.435516677557688,10,2.4382716049382718
5,19,325505.9300246491,3334405.0035237246,299,148,223.5,108.0,-4.834564670316926,10,2.0694444444444446
6,19,324819.144974238,3334356.239959348,256,163,209.5,58.0,5.005692672057771,10,3.6120689655172415
7,19,325225.7252487832,3334265.162530032,229,85,157.0,75.0,-4.668624693145075,10,2.0933333333333333
8,19,325405.5268915321,3334814.285299212,174,87,130.5,41.0,4.830212118648721,10,3.182926829268293
9,19,324867.6907412172,3334635.747429799,231,473,352.0,109.0,-4.895208256228541,10,3.229357798165138
0,20,324965.5227812114,3334655.139456636,192,218,205.0,102.0,-5.122303932317331,10,2.0098039215686274
1,20,325073.5955646208,3334690.873203087,201,210,205.5,95.0,-4.60745439417534,10,2.163157894736842
2,20,325373.49731027876,3334301.1142287743,232,166,199.0,88.0,-5.010921863494431,10,2.2613636363636362
3,20,325564.4546612122,3334753.320192458,247,157,202.0,74.0,-5.055947208648206,10,2.72972972972973
4,20,324892.09427860554,3334639.3207929987,235,196,215.5,105.0,-5.278877062076133,10,2.052380952380952
5,20,325434.2446604172,3334339.5933695007,273,197,235.0,124.0,-5.4507689200934575,10,1.8951612903225807
6,20,325492.2901988519,3334391.1458100327,342,120,231.0,115.0,-4.84997411247538,10,2.008695652173913
7,20,325555.82648712705,3334467.5811462076,364,162,263.0,99.0,-5.205752588189075,10,2.6565656565656566
8,20,325212.1726602481,3334762.732931249,309,219,264.0,89.0,-4.871466720566667,10,2.966292134831461
9,20,324794.3492663547,3334369.269715854,268,138,203.0,74.0,5.230658245811816,10,2.7432432432432434
