,theta,easting,northing,channel_width_dem,channel_width_water,channel_width_mean,bar_width,bar_height,sample,ratio
5,67,325519.3519593715,3334419.819949044,481,32,256.5,9.0,5.485585559408717,10,28.5
6,67,325173.0397645167,3334262.199204347,359,189,274.0,155.0,-1.8486633500433685,10,1.767741935483871
7,67,325604.76419713954,3334603.369330842,389,308,348.5,34.0,5.2778210146068325,10,10.25
8,67,325602.14945265907,3334682.157832637,398,289,343.5,25.0,5.183104491257715,10,13.74
9,67,325586.9407854745,3334720.244731535,453,101,277.0,141.0,-4.874053633062569,10,1.9645390070921986
0,68,324765.84942480735,3334384.173284113,245,218,231.5,96.0,5.176329552026969,10,2.4114583333333335
1,68,325405.0475809671,3334318.3710212666,575,270,422.5,43.0,5.253941858909578,10,9.825581395348838
2,68,325200.40658687404,3334263.245094664,656,183,419.5,28.0,5.365133905339616,10,14.982142857142858
3,68,325145.0630227679,3334725.430379566,361,294,327.5,27.0,5.814642380110982,10,12.12962962962963
4,68,325515.2118668242,3334792.932292843,551,121,336.0,149.0,-4.483082625149413,10,2.2550335570469797
5,68,325073.5955646208,3334690.873203087,493,389,441.0,38.0,5.151315295268278,10,11.605263157894736
6,68,325328.9608960046,3334804.0009597824,547,155,351.0,46.0,-6.490680940266539,10,7.630434782608695
7,68,324762.14544802206,3334634.3529915926,583,208,395.5,20.0,-4.449344206458991,10,19.775
8,68,324780.66598608927,3334632.130526611,549,187,368.0,38.0,-6.041169065979406,10,9.68421052631579
9,68,324992.4973962247,3334662.5912465556,611,275,443.0,40.0,5.038196581068271,10,11.075
0,69,325373.49731027876,3334301.1142287743,586,209,397.5,45.0,5.221628649501854,10,8.833333333333334
1,69,325605.63569550385,3334663.245110521,386,315,350.5,16.0,5.535019978850656,10,21.90625
2,69,324760.4459170554,3334634.6144557307,573,332,452.5,34.0,-4.263512486248382,10,13.308823529411764
3,69,324769.4228145983,3334382.4301933832,334,164,249.0,103.0,5.021925093857737,10,2.4174757281553396
4,69,325169.2922177315,3334739.070221893,412,292,352.0,26.0,5.442764792712452,10,13.538461538461538
5,69,324972.75643210794,3334291.1347750225,369,214,291.5,316.0,2.8030279270878418,10,0.9224683544303798
6,69,325031.6299687894,3334275.6646668594,384,262,323.0,291.0,2.522243239209664,10,1.1099656357388317
7,69,325334.1466277638,3334286.5156633942,564,136,350.0,53.0,5.288989327598538,10,6.60377358490566
8,69,325098.2605556727,3334702.0291144773,489,396,442.5,53.0,-5.341280333913457,10,8.349056603773585
9,69,325145.5857899671,3334262.2863295972,311,221,266.0,130.0,-1.3986161699217083,10,2.046153846153846
0,70,325590.99368230783,3334542.4040995906,431,380,405.5,24.0,5.450726248075393,10,16.895833333333332
1,70,325429.97395905165,3334814.328895418,211,153,182.0,46.0,5.088936702383719,10,3.9565217391304346
2,70,325492.2901988519,3334391.1458100327,476,3,239.5,64.0,5.190997824584768,10,3.7421875
3,70,325448.75604789786,3334351.533662352,530,229,379.5,32.0,5.106645576771751,10,11.859375
4,70,325405.5268915321,3334814.285299212,625,153,389.0,34.0,-5.850642306022033,10,11.441176470588236
5,70,324771.12235031475,3334381.558643738,284,164,224.0,137.0,5.506148913648219,10,1.635036496350365
6,70,325597.00739328365,3334563.4957171623,428,384,406.0,22.0,5.327892321442187,10,18.454545454545453
7,70,325604.76419713954,3334603.369330842,405,328,366.5,34.0,4.999082552643033,10,10.779411764705882
8,70,324819.144974238,3334356.239959348,370,300,335.0,134.0,5.091461352052094,10,2.5
9,70,324916.80262286327,3334310.962651804,381,273,327.0,296.0,1.9755169529346595,10,1.1047297297297298
0,71,324890.30736981856,3334322.380026023,380,300,340.0,194.0,3.0721684084479746,10,1.7525773195876289
1,71,324767.2874972273,3334383.519626885,285,218,251.5,112.0,5.718759497106689,10,2.2455357142857144
2,71,325212.1726602481,3334762.732931249,443,241,342.0,54.0,5.390439908258785,10,6.333333333333333
3,71,325334.1466277638,3334286.5156633942,556,143,349.5,48.0,5.18412643372569,10,7.28125
4,71,325595.6999261533,3334702.11641578,480,83,281.5,84.0,-5.334272860151816,10,3.3511904761904763
5,71,325061.13210873504,3334270.56606383,344,24,184.0,186.0,1.2906717281412263,10,0.989247311827957
6,71,325604.76419713954,3334603.369330842,398,338,368.0,32.0,5.311561771934843,10,11.5
7,71,324892.09427860554,3334639.3207929987,623,26,324.5,46.0,5.203984648098224,10,7.054347826086956
8,71,325380.1211093549,3334812.367872716,664,148,406.0,26.0,-5.137552830381409,10,15.615384615384615
9,71,325328.9608960046,3334804.0009597824,696,162,429.0,59.0,-5.632267031159657,10,7.271186440677966
0,72,325146.893285126,3334726.82486727,420,275,347.5,59.0,-5.5005263742753465,10,5.889830508474576
1,72,324758.0055631192,3334635.180958705,501,436,468.5,26.0,-4.540500587101543,10,18.01923076923077
2,72,325001.6048962723,3334283.1600423967,347,244,295.5,40.0,-5.746864529178828,10,7.3875
3,72,325434.2446604172,3334339.5933695007,522,275,398.5,40.0,5.176263690525443,10,9.9625
4,72,325212.1726602481,3334762.732931249,464,245,354.5,56.0,5.391101089434037,10,6.330357142857143
5,72,325495.81980936916,3334801.9528679466,537,113,325.0,107.0,-4.232819674219411,10,3.0373831775700935
6,72,324799.57872398733,3334631.5204289216,550,276,413.0,87.0,-8.6822345523277,10,4.747126436781609
7,72,325405.5268915321,3334814.285299212,633,152,392.5,35.0,-5.426857407897742,10,11.214285714285714
8,72,325544.40912791877,3334451.0216091503,431,6,218.5,22.0,5.264635641863235,10,9.931818181818182
9,72,325505.9300246491,3334405.0035237246,470,3,236.5,56.0,5.073291666880273,10,4.223214285714286
