# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-07-17
#
# GRDC-No.:              4103500
# River:                 KOYUKUK RIVER
# Station:               HUGHES, ALAS.
# Country:               US
# Latitude (DD):       66.047
# Longitude (DD):      -154.261
# Catchment area (km²):      47656.0
# Altitude (m ASL):        76.2
# Next downstream station:      4103300
# Remarks:               
# Owner of original data: United Staes of America - US Geological Surveigh (USGS)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1960-01 - 1982-09
# No. of years:          23
# Last update:           2019-11-04
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 8294
# DATA
YYYY-MM-DD;hh:mm; Value
1960-01-16;--:--;     22.115
1960-01-17;--:--;   -999.000
1960-01-18;--:--;   -999.000
1960-01-19;--:--;   -999.000
1960-01-20;--:--;   -999.000
1960-01-21;--:--;   -999.000
1960-01-22;--:--;   -999.000
1960-01-23;--:--;   -999.000
1960-01-24;--:--;   -999.000
1960-01-25;--:--;   -999.000
1960-01-26;--:--;   -999.000
1960-01-27;--:--;   -999.000
1960-01-28;--:--;   -999.000
1960-01-29;--:--;   -999.000
1960-01-30;--:--;   -999.000
1960-01-31;--:--;   -999.000
1960-02-01;--:--;   -999.000
1960-02-02;--:--;   -999.000
1960-02-03;--:--;   -999.000
1960-02-04;--:--;   -999.000
1960-02-05;--:--;   -999.000
1960-02-06;--:--;   -999.000
1960-02-07;--:--;   -999.000
1960-02-08;--:--;   -999.000
1960-02-09;--:--;   -999.000
1960-02-10;--:--;   -999.000
1960-02-11;--:--;   -999.000
1960-02-12;--:--;   -999.000
1960-02-13;--:--;   -999.000
1960-02-14;--:--;   -999.000
1960-02-15;--:--;   -999.000
1960-02-16;--:--;   -999.000
1960-02-17;--:--;   -999.000
1960-02-18;--:--;   -999.000
1960-02-19;--:--;   -999.000
1960-02-20;--:--;   -999.000
1960-02-21;--:--;   -999.000
1960-02-22;--:--;   -999.000
1960-02-23;--:--;   -999.000
1960-02-24;--:--;   -999.000
1960-02-25;--:--;   -999.000
1960-02-26;--:--;   -999.000
1960-02-27;--:--;   -999.000
1960-02-28;--:--;   -999.000
1960-02-29;--:--;   -999.000
1960-03-01;--:--;   -999.000
1960-03-02;--:--;   -999.000
1960-03-03;--:--;   -999.000
1960-03-04;--:--;   -999.000
1960-03-05;--:--;   -999.000
1960-03-06;--:--;   -999.000
1960-03-07;--:--;   -999.000
1960-03-08;--:--;   -999.000
1960-03-09;--:--;   -999.000
1960-03-10;--:--;   -999.000
1960-03-11;--:--;   -999.000
1960-03-12;--:--;   -999.000
1960-03-13;--:--;   -999.000
1960-03-14;--:--;   -999.000
1960-03-15;--:--;   -999.000
1960-03-16;--:--;     19.992
1960-03-17;--:--;   -999.000
1960-03-18;--:--;   -999.000
1960-03-19;--:--;   -999.000
1960-03-20;--:--;   -999.000
1960-03-21;--:--;   -999.000
1960-03-22;--:--;   -999.000
1960-03-23;--:--;   -999.000
1960-03-24;--:--;   -999.000
1960-03-25;--:--;   -999.000
1960-03-26;--:--;   -999.000
1960-03-27;--:--;   -999.000
1960-03-28;--:--;   -999.000
1960-03-29;--:--;   -999.000
1960-03-30;--:--;   -999.000
1960-03-31;--:--;   -999.000
1960-04-01;--:--;   -999.000
1960-04-02;--:--;   -999.000
1960-04-03;--:--;   -999.000
1960-04-04;--:--;   -999.000
1960-04-05;--:--;   -999.000
1960-04-06;--:--;   -999.000
1960-04-07;--:--;   -999.000
1960-04-08;--:--;   -999.000
1960-04-09;--:--;   -999.000
1960-04-10;--:--;   -999.000
1960-04-11;--:--;   -999.000
1960-04-12;--:--;   -999.000
1960-04-13;--:--;   -999.000
1960-04-14;--:--;   -999.000
1960-04-15;--:--;   -999.000
1960-04-16;--:--;   -999.000
1960-04-17;--:--;   -999.000
1960-04-18;--:--;     15.659
1960-04-19;--:--;   -999.000
1960-04-20;--:--;   -999.000
1960-04-21;--:--;   -999.000
1960-04-22;--:--;   -999.000
1960-04-23;--:--;   -999.000
1960-04-24;--:--;   -999.000
1960-04-25;--:--;   -999.000
1960-04-26;--:--;   -999.000
1960-04-27;--:--;   -999.000
1960-04-28;--:--;   -999.000
1960-04-29;--:--;   -999.000
1960-04-30;--:--;   -999.000
1960-05-01;--:--;   -999.000
1960-05-02;--:--;   -999.000
1960-05-03;--:--;   -999.000
1960-05-04;--:--;   -999.000
1960-05-05;--:--;   -999.000
1960-05-06;--:--;   -999.000
1960-05-07;--:--;   -999.000
1960-05-08;--:--;   -999.000
1960-05-09;--:--;   -999.000
1960-05-10;--:--;   -999.000
1960-05-11;--:--;   -999.000
1960-05-12;--:--;   -999.000
1960-05-13;--:--;   -999.000
1960-05-14;--:--;   -999.000
1960-05-15;--:--;   -999.000
1960-05-16;--:--;   -999.000
1960-05-17;--:--;   -999.000
1960-05-18;--:--;   -999.000
1960-05-19;--:--;   -999.000
1960-05-20;--:--;   -999.000
1960-05-21;--:--;   -999.000
1960-05-22;--:--;   -999.000
1960-05-23;--:--;   -999.000
1960-05-24;--:--;   -999.000
1960-05-25;--:--;   -999.000
1960-05-26;--:--;   -999.000
1960-05-27;--:--;   -999.000
1960-05-28;--:--;   -999.000
1960-05-29;--:--;   -999.000
1960-05-30;--:--;   -999.000
1960-05-31;--:--;   -999.000
1960-06-01;--:--;    991.088
1960-06-02;--:--;    792.870
1960-06-03;--:--;    651.286
1960-06-04;--:--;    538.019
1960-06-05;--:--;    427.584
1960-06-06;--:--;    351.128
1960-06-07;--:--;    319.980
1960-06-08;--:--;    356.792
1960-06-09;--:--;    438.910
1960-06-10;--:--;    535.188
1960-06-11;--:--;    665.445
1960-06-12;--:--;   1010.910
1960-06-13;--:--;    829.682
1960-06-14;--:--;    773.049
1960-06-15;--:--;    773.049
1960-06-16;--:--;    801.365
1960-06-17;--:--;   1076.038
1960-06-18;--:--;   1197.801
1960-06-19;--:--;   1056.217
1960-06-20;--:--;    824.019
1960-06-21;--:--;    574.831
1960-06-22;--:--;    402.099
1960-06-23;--:--;    382.277
1960-06-24;--:--;    365.287
1960-06-25;--:--;    362.455
1960-06-26;--:--;    334.138
1960-06-27;--:--;    322.812
1960-06-28;--:--;    311.485
1960-06-29;--:--;    311.485
1960-06-30;--:--;    368.118
1960-07-01;--:--;    453.069
1960-07-02;--:--;    563.504
1960-07-03;--:--;    773.049
1960-07-04;--:--;    781.544
1960-07-05;--:--;    654.118
1960-07-06;--:--;   1124.177
1960-07-07;--:--;   1421.503
1960-07-08;--:--;   1347.880
1960-07-09;--:--;   1387.523
1960-07-10;--:--;   1546.097
1960-07-11;--:--;   1514.949
1960-07-12;--:--;   1373.365
1960-07-13;--:--;   1067.543
1960-07-14;--:--;    787.207
1960-07-15;--:--;    594.653
1960-07-16;--:--;    475.722
1960-07-17;--:--;    393.604
1960-07-18;--:--;    348.297
1960-07-19;--:--;    302.990
1960-07-20;--:--;    263.346
1960-07-21;--:--;    245.790
1960-07-22;--:--;    228.233
1960-07-23;--:--;    216.907
1960-07-24;--:--;    209.544
1960-07-25;--:--;    209.544
1960-07-26;--:--;    213.226
1960-07-27;--:--;    245.790
1960-07-28;--:--;    227.384
1960-07-29;--:--;    207.845
1960-07-30;--:--;    205.014
1960-07-31;--:--;    223.420
1960-08-01;--:--;    280.336
1960-08-02;--:--;    450.237
1960-08-03;--:--;    736.237
1960-08-04;--:--;    815.524
1960-08-05;--:--;    838.177
1960-08-06;--:--;    880.652
1960-08-07;--:--;    877.821
1960-08-08;--:--;    908.969
1960-08-09;--:--;    951.444
1960-08-10;--:--;   1010.910
1960-08-11;--:--;   1010.910
1960-08-12;--:--;    959.940
1960-08-13;--:--;    911.801
1960-08-14;--:--;    829.682
1960-08-15;--:--;    787.207
1960-08-16;--:--;    722.078
1960-08-17;--:--;    671.108
1960-08-18;--:--;    651.286
1960-08-19;--:--;    591.821
1960-08-20;--:--;    529.524
1960-08-21;--:--;    509.702
1960-08-22;--:--;    509.702
1960-08-23;--:--;    509.702
1960-08-24;--:--;    538.019
1960-08-25;--:--;    594.653
1960-08-26;--:--;    679.603
1960-08-27;--:--;    733.405
1960-08-28;--:--;    758.890
1960-08-29;--:--;    781.544
1960-08-30;--:--;    787.207
1960-08-31;--:--;    787.207
1960-09-01;--:--;    744.732
1960-09-02;--:--;    736.237
1960-09-03;--:--;    710.752
1960-09-04;--:--;    639.960
1960-09-05;--:--;    566.336
1960-09-06;--:--;    464.396
1960-09-07;--:--;    390.772
1960-09-08;--:--;    342.633
1960-09-09;--:--;    311.485
1960-09-10;--:--;    288.831
1960-09-11;--:--;    300.158
1960-09-12;--:--;    322.812
1960-09-13;--:--;    345.465
1960-09-14;--:--;    455.900
1960-09-15;--:--;    552.178
1960-09-16;--:--;    526.692
1960-09-17;--:--;    515.366
1960-09-18;--:--;    538.019
1960-09-19;--:--;    495.544
1960-09-20;--:--;    359.623
1960-09-21;--:--;    294.495
1960-09-22;--:--;    275.806
1960-09-23;--:--;    265.612
1960-09-24;--:--;    266.744
1960-09-25;--:--;    271.275
1960-09-26;--:--;    266.744
1960-09-27;--:--;    266.744
1960-09-28;--:--;    322.812
1960-09-29;--:--;    370.950
1960-09-30;--:--;    509.702
1960-10-01;--:--;    124.594
1960-10-02;--:--;    124.594
1960-10-03;--:--;    124.594
1960-10-04;--:--;    124.594
1960-10-05;--:--;    124.594
1960-10-06;--:--;    124.594
1960-10-07;--:--;    124.594
1960-10-08;--:--;    124.594
1960-10-09;--:--;    124.594
1960-10-10;--:--;    124.594
1960-10-11;--:--;    124.594
1960-10-12;--:--;    124.594
1960-10-13;--:--;    124.594
1960-10-14;--:--;    124.594
1960-10-15;--:--;    124.594
1960-10-16;--:--;     42.475
1960-10-17;--:--;     42.475
1960-10-18;--:--;     42.475
1960-10-19;--:--;     42.475
1960-10-20;--:--;     42.475
1960-10-21;--:--;     42.475
1960-10-22;--:--;     42.475
1960-10-23;--:--;     42.475
1960-10-24;--:--;     42.475
1960-10-25;--:--;     42.475
1960-10-26;--:--;     42.475
1960-10-27;--:--;     42.475
1960-10-28;--:--;     42.475
1960-10-29;--:--;     42.475
1960-10-30;--:--;     42.475
1960-10-31;--:--;     42.475
1960-11-01;--:--;     28.034
1960-11-02;--:--;     28.034
1960-11-03;--:--;     28.034
1960-11-04;--:--;     28.034
1960-11-05;--:--;     28.034
1960-11-06;--:--;     28.034
1960-11-07;--:--;     28.034
1960-11-08;--:--;     28.034
1960-11-09;--:--;     28.034
1960-11-10;--:--;     28.034
1960-11-11;--:--;     28.034
1960-11-12;--:--;     28.034
1960-11-13;--:--;     28.034
1960-11-14;--:--;     28.034
1960-11-15;--:--;     28.034
1960-11-16;--:--;     28.034
1960-11-17;--:--;     28.034
1960-11-18;--:--;     28.034
1960-11-19;--:--;     28.034
1960-11-20;--:--;     28.034
1960-11-21;--:--;     28.034
1960-11-22;--:--;     28.034
1960-11-23;--:--;     28.034
1960-11-24;--:--;     28.034
1960-11-25;--:--;     28.034
1960-11-26;--:--;     28.034
1960-11-27;--:--;     28.034
1960-11-28;--:--;     28.034
1960-11-29;--:--;     28.034
1960-11-30;--:--;     28.034
1960-12-01;--:--;     24.069
1960-12-02;--:--;     24.069
1960-12-03;--:--;     24.069
1960-12-04;--:--;     24.069
1960-12-05;--:--;     24.069
1960-12-06;--:--;     24.069
1960-12-07;--:--;     24.069
1960-12-08;--:--;     24.069
1960-12-09;--:--;     24.069
1960-12-10;--:--;     24.069
1960-12-11;--:--;     24.069
1960-12-12;--:--;     24.069
1960-12-13;--:--;     24.069
1960-12-14;--:--;     24.069
1960-12-15;--:--;     24.069
1960-12-16;--:--;     24.069
1960-12-17;--:--;     24.069
1960-12-18;--:--;     24.069
1960-12-19;--:--;     24.069
1960-12-20;--:--;     24.069
1960-12-21;--:--;     24.069
1960-12-22;--:--;     24.069
1960-12-23;--:--;     24.069
1960-12-24;--:--;     24.069
1960-12-25;--:--;     24.069
1960-12-26;--:--;     24.069
1960-12-27;--:--;     24.069
1960-12-28;--:--;     24.069
1960-12-29;--:--;     24.069
1960-12-30;--:--;     24.069
1960-12-31;--:--;     24.069
1961-01-01;--:--;     19.822
1961-01-02;--:--;     19.822
1961-01-03;--:--;     19.822
1961-01-04;--:--;     19.822
1961-01-05;--:--;     19.822
1961-01-06;--:--;     19.822
1961-01-07;--:--;     19.822
1961-01-08;--:--;     19.822
1961-01-09;--:--;     19.822
1961-01-10;--:--;     19.822
1961-01-11;--:--;     19.822
1961-01-12;--:--;     19.822
1961-01-13;--:--;     19.822
1961-01-14;--:--;     19.822
1961-01-15;--:--;     19.822
1961-01-16;--:--;     19.822
1961-01-17;--:--;     19.822
1961-01-18;--:--;     19.822
1961-01-19;--:--;     19.822
1961-01-20;--:--;     19.822
1961-01-21;--:--;     19.822
1961-01-22;--:--;     19.822
1961-01-23;--:--;     19.822
1961-01-24;--:--;     19.822
1961-01-25;--:--;     19.822
1961-01-26;--:--;     19.822
1961-01-27;--:--;     19.822
1961-01-28;--:--;     19.822
1961-01-29;--:--;     19.822
1961-01-30;--:--;     19.822
1961-01-31;--:--;     19.822
1961-02-01;--:--;     13.592
1961-02-02;--:--;     13.592
1961-02-03;--:--;     13.592
1961-02-04;--:--;     13.592
1961-02-05;--:--;     13.592
1961-02-06;--:--;     13.592
1961-02-07;--:--;     13.592
1961-02-08;--:--;     13.592
1961-02-09;--:--;     13.592
1961-02-10;--:--;     13.592
1961-02-11;--:--;     13.592
1961-02-12;--:--;     13.592
1961-02-13;--:--;     13.592
1961-02-14;--:--;     13.592
1961-02-15;--:--;     13.592
1961-02-16;--:--;     13.592
1961-02-17;--:--;     13.592
1961-02-18;--:--;     13.592
1961-02-19;--:--;     13.592
1961-02-20;--:--;     13.592
1961-02-21;--:--;     13.592
1961-02-22;--:--;     13.592
1961-02-23;--:--;     13.592
1961-02-24;--:--;     13.592
1961-02-25;--:--;     13.592
1961-02-26;--:--;     13.592
1961-02-27;--:--;     13.592
1961-02-28;--:--;     13.592
1961-03-01;--:--;      9.061
1961-03-02;--:--;      9.061
1961-03-03;--:--;      9.061
1961-03-04;--:--;      9.061
1961-03-05;--:--;      9.061
1961-03-06;--:--;      9.061
1961-03-07;--:--;      9.061
1961-03-08;--:--;      9.061
1961-03-09;--:--;      9.061
1961-03-10;--:--;      9.061
1961-03-11;--:--;      9.061
1961-03-12;--:--;      9.061
1961-03-13;--:--;      9.061
1961-03-14;--:--;      9.061
1961-03-15;--:--;      9.061
1961-03-16;--:--;      9.061
1961-03-17;--:--;      9.061
1961-03-18;--:--;      9.061
1961-03-19;--:--;      9.061
1961-03-20;--:--;      9.061
1961-03-21;--:--;      9.061
1961-03-22;--:--;      9.061
1961-03-23;--:--;      9.061
1961-03-24;--:--;      9.061
1961-03-25;--:--;      9.061
1961-03-26;--:--;      9.061
1961-03-27;--:--;      9.061
1961-03-28;--:--;      9.061
1961-03-29;--:--;      9.061
1961-03-30;--:--;      9.061
1961-03-31;--:--;      9.061
1961-04-01;--:--;      8.212
1961-04-02;--:--;      8.212
1961-04-03;--:--;      8.212
1961-04-04;--:--;      8.212
1961-04-05;--:--;      8.212
1961-04-06;--:--;      8.212
1961-04-07;--:--;      8.212
1961-04-08;--:--;      8.212
1961-04-09;--:--;      8.212
1961-04-10;--:--;      8.212
1961-04-11;--:--;      8.212
1961-04-12;--:--;      8.212
1961-04-13;--:--;      8.212
1961-04-14;--:--;      8.212
1961-04-15;--:--;      8.212
1961-04-16;--:--;      8.212
1961-04-17;--:--;      8.212
1961-04-18;--:--;      8.212
1961-04-19;--:--;      8.212
1961-04-20;--:--;      8.212
1961-04-21;--:--;      8.212
1961-04-22;--:--;      8.212
1961-04-23;--:--;      8.212
1961-04-24;--:--;      8.212
1961-04-25;--:--;      8.212
1961-04-26;--:--;      8.212
1961-04-27;--:--;      8.212
1961-04-28;--:--;      8.212
1961-04-29;--:--;      8.212
1961-04-30;--:--;      8.212
1961-05-01;--:--;    339.802
1961-05-02;--:--;    339.802
1961-05-03;--:--;    339.802
1961-05-04;--:--;    339.802
1961-05-05;--:--;    339.802
1961-05-06;--:--;    339.802
1961-05-07;--:--;    339.802
1961-05-08;--:--;    339.802
1961-05-09;--:--;    339.802
1961-05-10;--:--;    339.802
1961-05-11;--:--;   1953.859
1961-05-12;--:--;   1953.859
1961-05-13;--:--;   1953.859
1961-05-14;--:--;   1953.859
1961-05-15;--:--;   1953.859
1961-05-16;--:--;   1953.859
1961-05-17;--:--;   1953.859
1961-05-18;--:--;   1953.859
1961-05-19;--:--;   1953.859
1961-05-20;--:--;   1953.859
1961-05-21;--:--;   1953.859
1961-05-22;--:--;   1953.859
1961-05-23;--:--;   1523.444
1961-05-24;--:--;   1435.662
1961-05-25;--:--;   1463.979
1961-05-26;--:--;   1591.404
1961-05-27;--:--;   1636.711
1961-05-28;--:--;   1724.493
1961-05-29;--:--;   1684.850
1961-05-30;--:--;   1415.840
1961-05-31;--:--;   1180.811
1961-06-01;--:--;   1152.494
1961-06-02;--:--;   1262.929
1961-06-03;--:--;   1350.711
1961-06-04;--:--;   1291.246
1961-06-05;--:--;   1262.929
1961-06-06;--:--;   1220.454
1961-06-07;--:--;   1135.504
1961-06-08;--:--;   1381.860
1961-06-09;--:--;   2758.056
1961-06-10;--:--;   2220.037
1961-06-11;--:--;   1540.434
1961-06-12;--:--;   1257.266
1961-06-13;--:--;   1093.028
1961-06-14;--:--;   1127.009
1961-06-15;--:--;   1353.543
1961-06-16;--:--;   1551.761
1961-06-17;--:--;   1427.167
1961-06-18;--:--;   1206.296
1961-06-19;--:--;   1090.197
1961-06-20;--:--;    979.761
1961-06-21;--:--;    931.623
1961-06-22;--:--;    872.157
1961-06-23;--:--;    767.385
1961-06-24;--:--;    727.742
1961-06-25;--:--;    671.108
1961-06-26;--:--;    608.811
1961-06-27;--:--;    611.643
1961-06-28;--:--;    693.762
1961-06-29;--:--;    829.682
1961-06-30;--:--;    702.257
1961-07-01;--:--;    625.801
1961-07-02;--:--;    586.158
1961-07-03;--:--;    580.494
1961-07-04;--:--;    685.267
1961-07-05;--:--;    996.751
1961-07-06;--:--;   1251.603
1961-07-07;--:--;   1364.870
1961-07-08;--:--;   1240.276
1961-07-09;--:--;   1098.692
1961-07-10;--:--;    954.276
1961-07-11;--:--;    883.484
1961-07-12;--:--;    838.177
1961-07-13;--:--;    841.009
1961-07-14;--:--;    835.346
1961-07-15;--:--;    903.306
1961-07-16;--:--;    900.474
1961-07-17;--:--;    962.771
1961-07-18;--:--;    988.256
1961-07-19;--:--;    974.098
1961-07-20;--:--;    988.256
1961-07-21;--:--;   1076.038
1961-07-22;--:--;   1260.098
1961-07-23;--:--;   1415.840
1961-07-24;--:--;   1472.474
1961-07-25;--:--;   1364.870
1961-07-26;--:--;   1313.900
1961-07-27;--:--;   1268.593
1961-07-28;--:--;   1087.365
1961-07-29;--:--;   1044.890
1961-07-30;--:--;   1078.870
1961-07-31;--:--;   1124.177
1961-08-01;--:--;   1067.543
1961-08-02;--:--;   1169.484
1961-08-03;--:--;   1223.286
1961-08-04;--:--;   1146.830
1961-08-05;--:--;   1087.365
1961-08-06;--:--;   1143.999
1961-08-07;--:--;   1189.306
1961-08-08;--:--;   1347.880
1961-08-09;--:--;   1495.127
1961-08-10;--:--;   1693.345
1961-08-11;--:--;   1636.711
1961-08-12;--:--;   1367.701
1961-08-13;--:--;   1279.919
1961-08-14;--:--;   1384.692
1961-08-15;--:--;   1373.365
1961-08-16;--:--;   1277.088
1961-08-17;--:--;   1251.603
1961-08-18;--:--;   1356.375
1961-08-19;--:--;   1364.870
1961-08-20;--:--;   1565.919
1961-08-21;--:--;   1577.246
1961-08-22;--:--;   1826.434
1961-08-23;--:--;   2259.681
1961-08-24;--:--;   2157.740
1961-08-25;--:--;   1843.424
1961-08-26;--:--;   1605.563
1961-08-27;--:--;   1435.662
1961-08-28;--:--;   1294.078
1961-08-29;--:--;   1152.494
1961-08-30;--:--;   1090.197
1961-08-31;--:--;    948.613
1961-09-01;--:--;    869.326
1961-09-02;--:--;    795.702
1961-09-03;--:--;    705.088
1961-09-04;--:--;    705.088
1961-09-05;--:--;    739.068
1961-09-06;--:--;    744.732
1961-09-07;--:--;    846.672
1961-09-08;--:--;   1087.365
1961-09-09;--:--;   1101.524
1961-09-10;--:--;   1050.553
1961-09-11;--:--;    942.949
1961-09-12;--:--;    886.316
1961-09-13;--:--;    843.841
1961-09-14;--:--;    846.672
1961-09-15;--:--;    852.336
1961-09-16;--:--;    846.672
1961-09-17;--:--;    795.702
1961-09-18;--:--;    744.732
1961-09-19;--:--;    690.930
1961-09-20;--:--;    659.781
1961-09-21;--:--;    648.455
1961-09-22;--:--;    682.435
1961-09-23;--:--;    835.346
1961-09-24;--:--;    993.920
1961-09-25;--:--;   1146.830
1961-09-26;--:--;   1189.306
1961-09-27;--:--;   1124.177
1961-09-28;--:--;   1056.217
1961-09-29;--:--;   1019.405
1961-09-30;--:--;    991.088
1961-10-01;--:--;    948.613
1961-10-02;--:--;    849.504
1961-10-03;--:--;    756.059
1961-10-04;--:--;    707.920
1961-10-05;--:--;    368.118
1961-10-06;--:--;    368.118
1961-10-07;--:--;    368.118
1961-10-08;--:--;    368.118
1961-10-09;--:--;    368.118
1961-10-10;--:--;    368.118
1961-10-11;--:--;    368.118
1961-10-12;--:--;    368.118
1961-10-13;--:--;    368.118
1961-10-14;--:--;    368.118
1961-10-15;--:--;    368.118
1961-10-16;--:--;    368.118
1961-10-17;--:--;    368.118
1961-10-18;--:--;    368.118
1961-10-19;--:--;    368.118
1961-10-20;--:--;    368.118
1961-10-21;--:--;    368.118
1961-10-22;--:--;    368.118
1961-10-23;--:--;    368.118
1961-10-24;--:--;    368.118
1961-10-25;--:--;    368.118
1961-10-26;--:--;    368.118
1961-10-27;--:--;    368.118
1961-10-28;--:--;    368.118
1961-10-29;--:--;    368.118
1961-10-30;--:--;    368.118
1961-10-31;--:--;    368.118
1961-11-01;--:--;    101.940
1961-11-02;--:--;    101.940
1961-11-03;--:--;    101.940
1961-11-04;--:--;    101.940
1961-11-05;--:--;    101.940
1961-11-06;--:--;    101.940
1961-11-07;--:--;    101.940
1961-11-08;--:--;    101.940
1961-11-09;--:--;    101.940
1961-11-10;--:--;    101.940
1961-11-11;--:--;    101.940
1961-11-12;--:--;    101.940
1961-11-13;--:--;    101.940
1961-11-14;--:--;    101.940
1961-11-15;--:--;    101.940
1961-11-16;--:--;    101.940
1961-11-17;--:--;    101.940
1961-11-18;--:--;    101.940
1961-11-19;--:--;    101.940
1961-11-20;--:--;    101.940
1961-11-21;--:--;    101.940
1961-11-22;--:--;    101.940
1961-11-23;--:--;    101.940
1961-11-24;--:--;    101.940
1961-11-25;--:--;    101.940
1961-11-26;--:--;    101.940
1961-11-27;--:--;    101.940
1961-11-28;--:--;    101.940
1961-11-29;--:--;    101.940
1961-11-30;--:--;    101.940
1961-12-01;--:--;     50.970
1961-12-02;--:--;     50.970
1961-12-03;--:--;     50.970
1961-12-04;--:--;     50.970
1961-12-05;--:--;     50.970
1961-12-06;--:--;     50.970
1961-12-07;--:--;     50.970
1961-12-08;--:--;     50.970
1961-12-09;--:--;     50.970
1961-12-10;--:--;     50.970
1961-12-11;--:--;     50.970
1961-12-12;--:--;     50.970
1961-12-13;--:--;     50.970
1961-12-14;--:--;     50.970
1961-12-15;--:--;     50.970
1961-12-16;--:--;     50.970
1961-12-17;--:--;     50.970
1961-12-18;--:--;     50.970
1961-12-19;--:--;     50.970
1961-12-20;--:--;     50.970
1961-12-21;--:--;     50.970
1961-12-22;--:--;     50.970
1961-12-23;--:--;     50.970
1961-12-24;--:--;     50.970
1961-12-25;--:--;     50.970
1961-12-26;--:--;     50.970
1961-12-27;--:--;     50.970
1961-12-28;--:--;     50.970
1961-12-29;--:--;     50.970
1961-12-30;--:--;     50.970
1961-12-31;--:--;     50.970
1962-01-01;--:--;     36.812
1962-01-02;--:--;     36.812
1962-01-03;--:--;     36.812
1962-01-04;--:--;     36.812
1962-01-05;--:--;     36.812
1962-01-06;--:--;     36.812
1962-01-07;--:--;     36.812
1962-01-08;--:--;     36.812
1962-01-09;--:--;     36.812
1962-01-10;--:--;     36.812
1962-01-11;--:--;     36.812
1962-01-12;--:--;     36.812
1962-01-13;--:--;     36.812
1962-01-14;--:--;     36.812
1962-01-15;--:--;     36.812
1962-01-16;--:--;     36.812
1962-01-17;--:--;     36.812
1962-01-18;--:--;     36.812
1962-01-19;--:--;     36.812
1962-01-20;--:--;     36.812
1962-01-21;--:--;     36.812
1962-01-22;--:--;     36.812
1962-01-23;--:--;     36.812
1962-01-24;--:--;     36.812
1962-01-25;--:--;     36.812
1962-01-26;--:--;     36.812
1962-01-27;--:--;     36.812
1962-01-28;--:--;     36.812
1962-01-29;--:--;     36.812
1962-01-30;--:--;     36.812
1962-01-31;--:--;     36.812
1962-02-01;--:--;     28.317
1962-02-02;--:--;     28.317
1962-02-03;--:--;     28.317
1962-02-04;--:--;     28.317
1962-02-05;--:--;     28.317
1962-02-06;--:--;     28.317
1962-02-07;--:--;     28.317
1962-02-08;--:--;     28.317
1962-02-09;--:--;     28.317
1962-02-10;--:--;     28.317
1962-02-11;--:--;     28.317
1962-02-12;--:--;     28.317
1962-02-13;--:--;     28.317
1962-02-14;--:--;     28.317
1962-02-15;--:--;     28.317
1962-02-16;--:--;     28.317
1962-02-17;--:--;     28.317
1962-02-18;--:--;     28.317
1962-02-19;--:--;     28.317
1962-02-20;--:--;     28.317
1962-02-21;--:--;     28.317
1962-02-22;--:--;     28.317
1962-02-23;--:--;     28.317
1962-02-24;--:--;     28.317
1962-02-25;--:--;     28.317
1962-02-26;--:--;     28.317
1962-02-27;--:--;     28.317
1962-02-28;--:--;     28.317
1962-03-01;--:--;     22.370
1962-03-02;--:--;     22.370
1962-03-03;--:--;     22.370
1962-03-04;--:--;     22.370
1962-03-05;--:--;     22.370
1962-03-06;--:--;     22.370
1962-03-07;--:--;     22.370
1962-03-08;--:--;     22.370
1962-03-09;--:--;     22.370
1962-03-10;--:--;     22.370
1962-03-11;--:--;     22.370
1962-03-12;--:--;     22.370
1962-03-13;--:--;     22.370
1962-03-14;--:--;     22.370
1962-03-15;--:--;     22.370
1962-03-16;--:--;     22.370
1962-03-17;--:--;     22.370
1962-03-18;--:--;     22.370
1962-03-19;--:--;     22.370
1962-03-20;--:--;     22.370
1962-03-21;--:--;     22.370
1962-03-22;--:--;     22.370
1962-03-23;--:--;     22.370
1962-03-24;--:--;     22.370
1962-03-25;--:--;     22.370
1962-03-26;--:--;     22.370
1962-03-27;--:--;     22.370
1962-03-28;--:--;     22.370
1962-03-29;--:--;     22.370
1962-03-30;--:--;     22.370
1962-03-31;--:--;     22.370
1962-04-01;--:--;     23.220
1962-04-02;--:--;     23.220
1962-04-03;--:--;     23.220
1962-04-04;--:--;     23.220
1962-04-05;--:--;     23.220
1962-04-06;--:--;     23.220
1962-04-07;--:--;     23.220
1962-04-08;--:--;     23.220
1962-04-09;--:--;     23.220
1962-04-10;--:--;     23.220
1962-04-11;--:--;     23.220
1962-04-12;--:--;     23.220
1962-04-13;--:--;     23.220
1962-04-14;--:--;     23.220
1962-04-15;--:--;     23.220
1962-04-16;--:--;     23.220
1962-04-17;--:--;     23.220
1962-04-18;--:--;     23.220
1962-04-19;--:--;     23.220
1962-04-20;--:--;     23.220
1962-04-21;--:--;     23.220
1962-04-22;--:--;     23.220
1962-04-23;--:--;     23.220
1962-04-24;--:--;     23.220
1962-04-25;--:--;     23.220
1962-04-26;--:--;     23.220
